model,arm,multiplier,cli,tier,tier_index,mode,raw_pull,clipped_pull,n_framings,n_anchor_arms
GLM,x05,0.5,CLI.C.575609784,Expert,4,non,0.5000176257006216,0.5000176257006216,2,1
GLM,x05,0.5,CLI.C.575609784,Expert,4,think,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.575609784,Expert,4,non,0.0,0.0,2,1
GLM,x2,2.0,CLI.C.575609784,Expert,4,think,0.5,0.5,2,1
GLM,pooled,,CLI.C.575609784,Expert,4,non,0.2500088128503108,0.2500088128503108,2,2
GLM,pooled,,CLI.C.575609784,Expert,4,think,0.75,0.75,2,2
GLM,x05,0.5,CLI.C.575609784,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.575609784,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.575609784,Chief judge,5,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.575609784,Chief judge,5,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.575609784,Chief judge,5,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.575609784,Chief judge,5,think,1.0,1.0,1,2
GLM,x05,0.5,CLI.C.576162472,Fortune,1,non,0.0,0.0,1,1
GLM,x05,0.5,CLI.C.576162472,Fortune,1,think,0.1629640206483173,0.1629640206483173,1,1
GLM,x2,2.0,CLI.C.576162472,Fortune,1,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576162472,Fortune,1,think,1.578594891092898,1.0,1,1
GLM,pooled,,CLI.C.576162472,Fortune,1,non,0.5,0.5,1,2
GLM,pooled,,CLI.C.576162472,Fortune,1,think,0.8707794558706077,0.5814820103241587,1,2
GLM,x05,0.5,CLI.C.576162472,Layperson,2,non,0.49625273282537985,0.49625273282537985,1,1
GLM,x05,0.5,CLI.C.576162472,Layperson,2,think,0.4718196407341761,0.4718196407341761,1,1
GLM,x2,2.0,CLI.C.576162472,Layperson,2,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576162472,Layperson,2,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576162472,Layperson,2,non,0.7481263664126899,0.7481263664126899,1,2
GLM,pooled,,CLI.C.576162472,Layperson,2,think,0.7359098203670881,0.7359098203670881,1,2
GLM,x05,0.5,CLI.C.576162472,Law student,3,non,0.6380137073700507,0.6380137073700507,1,1
GLM,x05,0.5,CLI.C.576162472,Law student,3,think,0.6037428955447188,0.6037428955447188,1,1
GLM,x2,2.0,CLI.C.576162472,Law student,3,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576162472,Law student,3,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576162472,Law student,3,non,0.8190068536850253,0.8190068536850253,1,2
GLM,pooled,,CLI.C.576162472,Law student,3,think,0.8018714477723594,0.8018714477723594,1,2
GLM,x05,0.5,CLI.C.576162472,Expert,4,non,0.8190068536850253,0.8190068536850253,2,1
GLM,x05,0.5,CLI.C.576162472,Expert,4,think,0.5921243368916398,0.5921243368916398,2,1
GLM,x2,2.0,CLI.C.576162472,Expert,4,non,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576162472,Expert,4,think,1.0,1.0,2,1
GLM,pooled,,CLI.C.576162472,Expert,4,non,0.9095034268425126,0.9095034268425126,2,2
GLM,pooled,,CLI.C.576162472,Expert,4,think,0.7960621684458199,0.7960621684458199,2,2
GLM,x05,0.5,CLI.C.576162472,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576162472,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576162472,Chief judge,5,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576162472,Chief judge,5,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576162472,Chief judge,5,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576162472,Chief judge,5,think,1.0,1.0,1,2
GLM,x05,0.5,CLI.C.576163397,Fortune,1,non,0.09547918147641511,0.09547918147641511,1,1
GLM,x05,0.5,CLI.C.576163397,Fortune,1,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576163397,Fortune,1,non,0.9343928263424311,0.9343928263424311,1,1
GLM,x2,2.0,CLI.C.576163397,Fortune,1,think,1.6458726741901992,1.0,1,1
GLM,pooled,,CLI.C.576163397,Fortune,1,non,0.5149360039094232,0.5149360039094232,1,2
GLM,pooled,,CLI.C.576163397,Fortune,1,think,1.3229363370950997,1.0,1,2
GLM,x05,0.5,CLI.C.576163397,Layperson,2,non,-7.27419802813651e-05,0.0,1,1
GLM,x05,0.5,CLI.C.576163397,Layperson,2,think,-2.9437199882227087,0.0,1,1
GLM,x2,2.0,CLI.C.576163397,Layperson,2,non,0.9343928263424311,0.9343928263424311,1,1
GLM,x2,2.0,CLI.C.576163397,Layperson,2,think,0.6368667567039576,0.6368667567039576,1,1
GLM,pooled,,CLI.C.576163397,Layperson,2,non,0.4671600421810749,0.4671964131712156,1,2
GLM,pooled,,CLI.C.576163397,Layperson,2,think,-1.1534266157593756,0.3184333783519788,1,2
GLM,x05,0.5,CLI.C.576163397,Law student,3,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576163397,Law student,3,think,1.0698841475332732,1.0,1,1
GLM,x2,2.0,CLI.C.576163397,Law student,3,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576163397,Law student,3,think,1.0080551207011192,1.0,1,1
GLM,pooled,,CLI.C.576163397,Law student,3,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576163397,Law student,3,think,1.0389696341171963,1.0,1,2
GLM,x05,0.5,CLI.C.576163397,Expert,4,non,1.0,1.0,2,1
GLM,x05,0.5,CLI.C.576163397,Expert,4,think,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576163397,Expert,4,non,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576163397,Expert,4,think,1.0,1.0,2,1
GLM,pooled,,CLI.C.576163397,Expert,4,non,1.0,1.0,2,2
GLM,pooled,,CLI.C.576163397,Expert,4,think,1.0,1.0,2,2
GLM,x05,0.5,CLI.C.576163397,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576163397,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576163397,Chief judge,5,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576163397,Chief judge,5,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576163397,Chief judge,5,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576163397,Chief judge,5,think,1.0,1.0,1,2
GLM,x05,0.5,CLI.C.576284674,Fortune,1,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576284674,Fortune,1,think,0.02648542486696167,0.02648542486696167,1,1
GLM,x2,2.0,CLI.C.576284674,Fortune,1,non,-0.09564252649297983,0.0,1,1
GLM,x2,2.0,CLI.C.576284674,Fortune,1,think,-0.02450724107282899,0.0,1,1
GLM,pooled,,CLI.C.576284674,Fortune,1,non,0.45217873675351006,0.5,1,2
GLM,pooled,,CLI.C.576284674,Fortune,1,think,0.0009890918970663406,0.013242712433480835,1,2
GLM,x05,0.5,CLI.C.576284674,Layperson,2,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576284674,Layperson,2,think,0.02648542486696167,0.02648542486696167,1,1
GLM,x2,2.0,CLI.C.576284674,Layperson,2,non,-0.18841577719117028,0.0,1,1
GLM,x2,2.0,CLI.C.576284674,Layperson,2,think,-0.021239608929785124,0.0,1,1
GLM,pooled,,CLI.C.576284674,Layperson,2,non,0.40579211140441485,0.5,1,2
GLM,pooled,,CLI.C.576284674,Layperson,2,think,0.002622907968588273,0.013242712433480835,1,2
GLM,x05,0.5,CLI.C.576284674,Law student,3,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576284674,Law student,3,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576284674,Law student,3,non,-0.18841577719117028,0.0,1,1
GLM,x2,2.0,CLI.C.576284674,Law student,3,think,-0.021239608929785124,0.0,1,1
GLM,pooled,,CLI.C.576284674,Law student,3,non,0.40579211140441485,0.5,1,2
GLM,pooled,,CLI.C.576284674,Law student,3,think,0.4893801955351074,0.5,1,2
GLM,x05,0.5,CLI.C.576284674,Expert,4,non,1.0,1.0,2,1
GLM,x05,0.5,CLI.C.576284674,Expert,4,think,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576284674,Expert,4,non,-0.09564252649297983,0.0,2,1
GLM,x2,2.0,CLI.C.576284674,Expert,4,think,0.09320920688032625,0.09320920688032625,2,1
GLM,pooled,,CLI.C.576284674,Expert,4,non,0.45217873675351006,0.5,2,2
GLM,pooled,,CLI.C.576284674,Expert,4,think,0.5466046034401632,0.5466046034401632,2,2
GLM,x05,0.5,CLI.C.576284674,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576284674,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576284674,Chief judge,5,non,-0.18841577719117028,0.0,1,1
GLM,x2,2.0,CLI.C.576284674,Chief judge,5,think,0.0,0.0,1,1
GLM,pooled,,CLI.C.576284674,Chief judge,5,non,0.40579211140441485,0.5,1,2
GLM,pooled,,CLI.C.576284674,Chief judge,5,think,0.5,0.5,1,2
GLM,x05,0.5,CLI.C.576298704,Fortune,1,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576298704,Fortune,1,think,0.0,0.0,1,1
GLM,x2,2.0,CLI.C.576298704,Fortune,1,non,0.43797134745342714,0.43797134745342714,1,1
GLM,x2,2.0,CLI.C.576298704,Fortune,1,think,1.8450150358547306,1.0,1,1
GLM,pooled,,CLI.C.576298704,Fortune,1,non,0.7189856737267135,0.7189856737267135,1,2
GLM,pooled,,CLI.C.576298704,Fortune,1,think,0.9225075179273653,0.5,1,2
GLM,x05,0.5,CLI.C.576298704,Layperson,2,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576298704,Layperson,2,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576298704,Layperson,2,non,0.43797134745342714,0.43797134745342714,1,1
GLM,x2,2.0,CLI.C.576298704,Layperson,2,think,0.0,0.0,1,1
GLM,pooled,,CLI.C.576298704,Layperson,2,non,0.7189856737267135,0.7189856737267135,1,2
GLM,pooled,,CLI.C.576298704,Layperson,2,think,0.5,0.5,1,2
GLM,x05,0.5,CLI.C.576298704,Law student,3,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576298704,Law student,3,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576298704,Law student,3,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576298704,Law student,3,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576298704,Law student,3,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576298704,Law student,3,think,1.0,1.0,1,2
GLM,x05,0.5,CLI.C.576298704,Expert,4,non,1.0,1.0,2,1
GLM,x05,0.5,CLI.C.576298704,Expert,4,think,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576298704,Expert,4,non,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576298704,Expert,4,think,1.0,1.0,2,1
GLM,pooled,,CLI.C.576298704,Expert,4,non,1.0,1.0,2,2
GLM,pooled,,CLI.C.576298704,Expert,4,think,1.0,1.0,2,2
GLM,x05,0.5,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,2
GLM,x05,0.5,CLI.C.576560077,Fortune,1,non,0.0,0.0,1,1
GLM,x05,0.5,CLI.C.576560077,Fortune,1,think,-0.09592679129926224,0.0,1,1
GLM,x2,2.0,CLI.C.576560077,Fortune,1,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Fortune,1,think,0.30028721881643483,0.30028721881643483,1,1
GLM,pooled,,CLI.C.576560077,Fortune,1,non,0.5,0.5,1,2
GLM,pooled,,CLI.C.576560077,Fortune,1,think,0.1021802137585863,0.15014360940821742,1,2
GLM,x05,0.5,CLI.C.576560077,Layperson,2,non,0.0,0.0,1,1
GLM,x05,0.5,CLI.C.576560077,Layperson,2,think,0.00013278824230753605,0.00013278824230753605,1,1
GLM,x2,2.0,CLI.C.576560077,Layperson,2,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Layperson,2,think,0.0,0.0,1,1
GLM,pooled,,CLI.C.576560077,Layperson,2,non,0.5,0.5,1,2
GLM,pooled,,CLI.C.576560077,Layperson,2,think,6.639412115376802e-05,6.639412115376802e-05,1,2
GLM,x05,0.5,CLI.C.576560077,Law student,3,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576560077,Law student,3,think,1.5611009557928164,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Law student,3,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Law student,3,think,0.031500516692779056,0.031500516692779056,1,1
GLM,pooled,,CLI.C.576560077,Law student,3,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576560077,Law student,3,think,0.7963007362427977,0.5157502583463895,1,2
GLM,x05,0.5,CLI.C.576560077,Expert,4,non,1.0,1.0,2,1
GLM,x05,0.5,CLI.C.576560077,Expert,4,think,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576560077,Expert,4,non,1.0,1.0,2,1
GLM,x2,2.0,CLI.C.576560077,Expert,4,think,1.0,1.0,2,1
GLM,pooled,,CLI.C.576560077,Expert,4,non,1.0,1.0,2,2
GLM,pooled,,CLI.C.576560077,Expert,4,think,1.0,1.0,2,2
GLM,x05,0.5,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,1
GLM,x05,0.5,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,1
GLM,x2,2.0,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,1
GLM,pooled,,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,2
GLM,pooled,,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,1
MiMo,x05,0.5,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,1
MiMo,pooled,,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,2
MiMo,pooled,,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,2
MiMo,x05,0.5,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,1
MiMo,x05,0.5,CLI.C.565805443,Layperson,2,think,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Layperson,2,think,0.0,0.0,1,1
MiMo,pooled,,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,2
MiMo,pooled,,CLI.C.565805443,Layperson,2,think,0.0,0.0,1,2
MiMo,x05,0.5,CLI.C.565805443,Law student,3,non,0.10526315789473684,0.10526315789473684,1,1
MiMo,x05,0.5,CLI.C.565805443,Law student,3,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Law student,3,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Law student,3,think,0.0,0.0,1,1
MiMo,pooled,,CLI.C.565805443,Law student,3,non,0.05263157894736842,0.05263157894736842,1,2
MiMo,pooled,,CLI.C.565805443,Law student,3,think,0.5,0.5,1,2
MiMo,x05,0.5,CLI.C.565805443,Expert,4,non,0.05263157894736842,0.05263157894736842,2,1
MiMo,x05,0.5,CLI.C.565805443,Expert,4,think,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.565805443,Expert,4,non,0.0,0.0,2,1
MiMo,x2,2.0,CLI.C.565805443,Expert,4,think,0.0,0.0,2,1
MiMo,pooled,,CLI.C.565805443,Expert,4,non,0.02631578947368421,0.02631578947368421,2,2
MiMo,pooled,,CLI.C.565805443,Expert,4,think,0.5,0.5,2,2
MiMo,x05,0.5,CLI.C.565805443,Chief judge,5,non,0.10526315789473684,0.10526315789473684,1,1
MiMo,x05,0.5,CLI.C.565805443,Chief judge,5,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Chief judge,5,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.565805443,Chief judge,5,think,0.0,0.0,1,1
MiMo,pooled,,CLI.C.565805443,Chief judge,5,non,0.05263157894736842,0.05263157894736842,1,2
MiMo,pooled,,CLI.C.565805443,Chief judge,5,think,0.5,0.5,1,2
MiMo,x05,0.5,CLI.C.567792565,Fortune,1,non,0.0,0.0,1,1
MiMo,x05,0.5,CLI.C.567792565,Fortune,1,think,0.2581847909720441,0.2581847909720441,1,1
MiMo,x2,2.0,CLI.C.567792565,Fortune,1,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Fortune,1,think,-0.03166838311019567,0.0,1,1
MiMo,pooled,,CLI.C.567792565,Fortune,1,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.567792565,Fortune,1,think,0.11325820393092421,0.12909239548602205,1,2
MiMo,x05,0.5,CLI.C.567792565,Layperson,2,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.567792565,Layperson,2,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Layperson,2,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Layperson,2,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.567792565,Layperson,2,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.567792565,Layperson,2,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.567792565,Law student,3,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.567792565,Law student,3,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Law student,3,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Law student,3,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.567792565,Law student,3,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.567792565,Law student,3,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.567792565,Expert,4,non,1.0,1.0,2,1
MiMo,x05,0.5,CLI.C.567792565,Expert,4,think,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.567792565,Expert,4,non,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.567792565,Expert,4,think,1.0,1.0,2,1
MiMo,pooled,,CLI.C.567792565,Expert,4,non,1.0,1.0,2,2
MiMo,pooled,,CLI.C.567792565,Expert,4,think,1.0,1.0,2,2
MiMo,x05,0.5,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.568732810,Fortune,1,non,0.0,0.0,1,1
MiMo,x05,0.5,CLI.C.568732810,Fortune,1,think,0.9968259198925601,0.9968259198925601,1,1
MiMo,x2,2.0,CLI.C.568732810,Fortune,1,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Fortune,1,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568732810,Fortune,1,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568732810,Fortune,1,think,0.9984129599462801,0.9984129599462801,1,2
MiMo,x05,0.5,CLI.C.568732810,Layperson,2,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Layperson,2,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568732810,Layperson,2,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.568732810,Law student,3,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568732810,Law student,3,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Law student,3,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Law student,3,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568732810,Law student,3,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.568732810,Law student,3,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.568732810,Expert,4,non,1.0,1.0,2,1
MiMo,x05,0.5,CLI.C.568732810,Expert,4,think,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.568732810,Expert,4,non,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.568732810,Expert,4,think,1.0,1.0,2,1
MiMo,pooled,,CLI.C.568732810,Expert,4,non,1.0,1.0,2,2
MiMo,pooled,,CLI.C.568732810,Expert,4,think,1.0,1.0,2,2
MiMo,x05,0.5,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.568896011,Fortune,1,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568896011,Fortune,1,think,-0.11816655264630885,0.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Fortune,1,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Fortune,1,think,0.05800714351131054,0.05800714351131054,1,1
MiMo,pooled,,CLI.C.568896011,Fortune,1,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568896011,Fortune,1,think,-0.030079704567499154,0.02900357175565527,1,2
MiMo,x05,0.5,CLI.C.568896011,Layperson,2,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568896011,Layperson,2,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Layperson,2,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Layperson,2,think,0.1904979088439112,0.1904979088439112,1,1
MiMo,pooled,,CLI.C.568896011,Layperson,2,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568896011,Layperson,2,think,0.5952489544219556,0.5952489544219556,1,2
MiMo,x05,0.5,CLI.C.568896011,Law student,3,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568896011,Law student,3,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Law student,3,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Law student,3,think,0.1904979088439112,0.1904979088439112,1,1
MiMo,pooled,,CLI.C.568896011,Law student,3,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568896011,Law student,3,think,0.5952489544219556,0.5952489544219556,1,2
MiMo,x05,0.5,CLI.C.568896011,Expert,4,non,1.0,1.0,2,1
MiMo,x05,0.5,CLI.C.568896011,Expert,4,think,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.568896011,Expert,4,non,0.0,0.0,2,1
MiMo,x2,2.0,CLI.C.568896011,Expert,4,think,0.12425038922978295,0.12425038922978295,2,1
MiMo,pooled,,CLI.C.568896011,Expert,4,non,0.5,0.5,2,2
MiMo,pooled,,CLI.C.568896011,Expert,4,think,0.5621251946148915,0.5621251946148915,2,2
MiMo,x05,0.5,CLI.C.568896011,Chief judge,5,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568896011,Chief judge,5,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Chief judge,5,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568896011,Chief judge,5,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568896011,Chief judge,5,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568896011,Chief judge,5,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.568922908,Fortune,1,non,0.8346194540452846,0.8346194540452846,1,1
MiMo,x05,0.5,CLI.C.568922908,Fortune,1,think,0.5736333497919164,0.5736333497919164,1,1
MiMo,x2,2.0,CLI.C.568922908,Fortune,1,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Fortune,1,think,-0.17537804661092318,0.0,1,1
MiMo,pooled,,CLI.C.568922908,Fortune,1,non,0.4173097270226423,0.4173097270226423,1,2
MiMo,pooled,,CLI.C.568922908,Fortune,1,think,0.1991276515904966,0.2868166748959582,1,2
MiMo,x05,0.5,CLI.C.568922908,Layperson,2,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568922908,Layperson,2,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Layperson,2,non,0.0,0.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Layperson,2,think,0.0,0.0,1,1
MiMo,pooled,,CLI.C.568922908,Layperson,2,non,0.5,0.5,1,2
MiMo,pooled,,CLI.C.568922908,Layperson,2,think,0.5,0.5,1,2
MiMo,x05,0.5,CLI.C.568922908,Law student,3,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568922908,Law student,3,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Law student,3,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Law student,3,think,-0.17538397675383974,0.0,1,1
MiMo,pooled,,CLI.C.568922908,Law student,3,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.568922908,Law student,3,think,0.4123080116230801,0.5,1,2
MiMo,x05,0.5,CLI.C.568922908,Expert,4,non,1.0,1.0,2,1
MiMo,x05,0.5,CLI.C.568922908,Expert,4,think,1.0,1.0,2,1
MiMo,x2,2.0,CLI.C.568922908,Expert,4,non,0.5,0.5,2,1
MiMo,x2,2.0,CLI.C.568922908,Expert,4,think,1.0,1.0,2,1
MiMo,pooled,,CLI.C.568922908,Expert,4,non,0.75,0.75,2,2
MiMo,pooled,,CLI.C.568922908,Expert,4,think,1.0,1.0,2,2
MiMo,x05,0.5,CLI.C.568922908,Chief judge,5,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.568922908,Chief judge,5,think,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Chief judge,5,non,1.0,1.0,1,1
MiMo,x2,2.0,CLI.C.568922908,Chief judge,5,think,1.0,1.0,1,1
MiMo,pooled,,CLI.C.568922908,Chief judge,5,non,1.0,1.0,1,2
MiMo,pooled,,CLI.C.568922908,Chief judge,5,think,1.0,1.0,1,2
MiMo,x05,0.5,CLI.C.569302802,Fortune,1,non,1.0,1.0,1,1
MiMo,x05,0.5,CLI.C.569302802,Fortune,1,think,0.7272727272727273,0.7272727272727273,1,1
MiMo,x2,2.0,CLI.C.569302802,Fortune,1,non,1.0,1.0,1,1
